0,Sound,mus_zz_megalovania,20,,,,,,
0,SansHead,ClosedEyes,,,,,,,
0,SansText,ready?,,,,,,,
,,,,,,,,,
0,Sound,mus_zz_megalovania,1,,,,,,
,,,,,,,,,
0.06666,BlackScreen,0,,,,,,,
0,Sound,Flash,,,,,,,
0,CombatZoneResizeInstant,239,226,404,391,,,,
0,HeartTeleport,320,304,,,,,,
0,HeartMode,0,,,,,,,
0,SansBody,HandUp,,,,,,,
0,BoneStab,3,50,0.8,0.8,,,,
0,SansHead,BlueEye,,,,,,,
0,Sound,GasterBlaster,1.4,,,,,,
0.26666,SansSlam,3,,,,,,,
0.5,SansBody,HandDown,,,,,,,
0,SansHead,NoEyes,,,,,,,
0,GasterBlaster,1,0,0,189,246,0,0.333,0.26666
0,GasterBlaster,1,0,0,259,166,90,0.333,0.26666
0,GasterBlaster,1,640,480,449,366,180,0.333,0.26666
0,GasterBlaster,1,640,480,379,446,270,0.333,0.26666
,,,,,,,,,
0.7,HeartMode,0,,,,,,,
0,SansBody,HandRight,,,,,,,
0,Sound,Ding,,,,,,,
0,GasterBlaster,1,0,0,259,166,90,0.333,0.26666
0,GasterBlaster,1,640,480,379,446,270,0.333,0.26666
0.4,Sound,GasterBlaster,1.4,,,,,,
,,,,,,,,,
0.5,GasterBlaster,1,0,0,189,246,0,0.333,0.26666
0,GasterBlaster,1,640,480,449,366,180,0.333,0.26666
0.9,SansBody,HandLeft,,,,,,,
0,GasterBlaster,2.5,,,,,,,
0,GasterBlaster,1,0,0,189,246,0,0.333,0.2
0,GasterBlaster,1,0,0,259,166,90,0.333,0.2
0,GasterBlaster,1,640,480,449,366,180,0.333,0.2
0,GasterBlaster,1,640,480,379,446,270,0.333,0.2
0.7,GasterBlaster,1,0,0,189,176,45,0.333,0.2
0,GasterBlaster,1,640,0,449,176,135,0.333,0.2
0,GasterBlaster,1,640,480,449,436,225,0.333,0.2
0,GasterBlaster,1,0,480,189,436,315,0.333,0.2
0,GasterBlaster,1,0,0,189,246,0,0.333,0.26666
0,GasterBlaster,1,640,480,449,366,180,0.333,0.26666
0.3,HeartMode,0,,,,,,,
0.4,GasterBlaster,1,0,0,189,246,0,0.333,0.2
0,GasterBlaster,1,0,0,259,166,90,0.333,0.2
0,GasterBlaster,1,640,480,449,366,180,0.333,0.2
0,GasterBlaster,1,640,480,379,446,270,0.333,0.2
0,HeartTeleport,240,304,,,,,,
0,Sound,Ding,,,,,,,
0,SansHead,BlueEye,,,,,,,
0.5,GasterBlaster,1.4,0,240,139,306,0,0.666,0.5
0,GasterBlaster,1.4,640,240,499,306,180,0.666,0.5
0,GasterBlaster,1.4,0,240,324,106,90,0.666,0.5
0,GasterBlaster,1.4,640,240,324,506,270,0.666,0.5
0,GasterBlaster,1.4,0,0,189,246,0,1.5,0.1
0,GasterBlaster,1.4,0,0,259,166,90,1.5,0.1
0,GasterBlaster,1.4,640,480,449,366,180,1.5,0.1
0,GasterBlaster,1.4,640,480,379,446,270,1.5,0.1
3,SansHead,Default,,,,,,,
0,SansAnimation,Idle,,,,,,,
0,SansText,here we go.,,,,,,,
1,SansHead,BlueEye,,,,,,,
0,Sound,Ding,,,,,,,
0.7,SansHead,NoEyes,,,,,,,
0.05,SansSlam,2,,,,,,,
0,SansBody,HandLeft,,,,,,,
,,,,,,,,,
0.6,SansSlam,0,,,,,,,
0,SansBody,HandRight,,,,,,,
,,,,,,,,,
0,GasterBlaster,1,0,0,269,166,90,0.333,0.8
0,GasterBlaster,1,640,480,369,446,270,0.333,0.8
0.6,SansSlam,1,,,,,,,
0,SansBody,HandDown,,,,,,,
,,,,,,,,,
0.6,SansSlam,3,,,,,,,
0,SansBody,HandUp,,,,,,,
0,BoneStab,3,30,0.5,0.5,,,,
0.7,SansAnimation,Idle,,,,,,,
0,HeartMode,0,,,,,,,
,,,,,,,,,
,,,,,,,,,
0,GasterBlaster,2.5,0,0,189,226,0,0.333,1.6
0,GasterBlaster,2.5,640,480,449,386,180,0.333,1.6
2.6666666,SansTorso,Default,,,,,,,
0,SansBody,HandLeft,,,,,,,
0.2,SansSlam,2,,,,,,,
0,BoneStab,2,30,0.5,0.5,,,,
0,GasterBlaster,1,0,0,189,246,0,0,0
0,GasterBlaster,1,0,0,259,166,90,0,0
0,GasterBlaster,1,640,480,449,366,180,0,0
0,GasterBlaster,1,640,480,379,446,270,0,0
0.5,SansBody,HandRight,,,,,,,
0.2,HeartMaxFallSpeed,450,,,,,,,
0,SansSlam,0,,,,,,,
0,CombatZoneResizeInstant,241,226,449,391,,,,
0,CombatZoneSpeed,900,,,,,,,
0,CombatZoneResize,241,226,650,391,,,,
0.33333,HeartMaxFallSpeed,-370,,,,,,,
0,SansAnimation,Idle,,,,,,,
0,SansRepeat,,,,,,,,
0,CombatZoneResize,-10,226,650,391,,,,
0.3,CombatZoneSpeed,30,,,,,,,
0,CombatZoneResize,-10,264,650,369,,,,
0.9,GetHeartPos,HeartX,HeartY,,,,,,
0,HeartTeleport,40,$HeartY,,,,,,
0,HeartMaxFallSpeed,0,,,,,,,
0,SansSlam,0,,,,,,,
1,HeartMaxFallSpeed,330,,,,,,,
0,SansSlam,1,,,,,,,
0,SansBody,HandDown,,,,,,,
0,GasterBlaster,0.7,640,346,560,346,180,0,0
0.7,SansSlam,3,,,,,,,
0,SansBody,HandUp,,,,,,,
0,GasterBlaster,0.7,640,286,560,286,180,0,0
0.7,SansSlam,1,,,,,,,
0,SansBody,HandDown,,,,,,,
0,GasterBlaster,0.7,640,286,560,286,180,0,0
0,BoneStab,1,36,0.4,0.2,,,,
0.7,SansSlam,3,,,,,,,
0,SansBody,HandUp,,,,,,,
,,,,,,,,,
0,BoneStab,3,36,0.4,0.2,,,,
0.7,BlackScreen,1,,,,,,,
0,SansAnimation,Idle,,,,,,,
0,BlackScreen,1,,,,,,,
0,Sound,Flash,,,,,,,
0.06666,BlackScreen,0,,,,,,,
0,Sound,Flash,,,,,,,
0,CombatZoneResizeInstant,-10,204,650,369,,,,
0,HeartTeleport,40,300,,,,,,
0,SansSlam,1,,,,,,,
0.2,BoneStab,1,30,0.4,8,,,,
0,Platform,60,326,41,0,0,1,,
0,Platform,168,286,41,0,0,1,,
0,Platform,247,316,47,0,0,1,,
0,Platform,340,278,41,0,0,1,,
0,Platform,420,326,41,0,0,1,,
0,Platform,590,276,41,0,0,1,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
0,GasterBlaster,2.5,100,0,100,136,90,2.5,5
0,GasterBlaster,2.5,200,0,200,136,90,3.5,4
0,GasterBlaster,2.5,300,0,300,136,90,4.5,3
0,GasterBlaster,2.5,400,0,400,136,90,5.5,2
0,GasterBlaster,2.5,500,0,500,136,90,6.5,1
0.1,BoneV,503,286,300,2,277,1,,
0.2,BoneV,503,286,300,2,277,1,,
0.3,BoneV,503,286,300,2,277,1,,
0.4,BoneV,503,286,300,2,277,1,,
0.5,BoneV,503,286,300,2,277,1,,
,,,,,,,,,
8,BlackScreen,1,,,,,,,
0,Sound,Flash,,,,,,,
0.06666,BlackScreen,0,,,,,,,
0,Sound,Flash,,,,,,,
0,CombatZoneResizeInstant,-10,264,650,369,,,,
0,SansSlam,0,,,,,,,
0,HeartMaxFallSpeed,0,,,,,,,
0,HeartTeleport,40,300,,,,,,
0,HeartMaxFallSpeed,330,,,,,,,
0,SansSlam,0,,,,,,,
0,CombatZoneSpeed,540,,,,,,,
0,CombatZoneResize,-10,264,410,369,,,,
0.9,SansEndRepeat,,,,,,,,
0,SansHead,NoEyes,,,,,,,
0,SansTorso,Default,,,,,,,
0,SansBody,HandLeft,,,,,,,
,,,,,,,,,
0,BoneStab,0,50,0.6,0.5,,,,
0.8,BlackScreen,1,,,,,,,
0,Sound,Flash,,,,,,,
1,BlackScreen,0,,,,,,,
0,Sound,Flash,,,,,,,
0,CombatZoneResizeInstant,239,226,404,391,,,,
0,SansSweat,1,,,,,,,
0,SansAnimation,Idle,,,,,,,
0,HeartMode,0,,,,,,,
0,HeartTeleport,320,304,,,,,,
,,,,,,,,,
0,BoneStab,0,8.5,0.1,63,,,,
0,BoneStab,2,8.5,0.1,63,,,,
0,BoneStab,3,55,0.1,63,,,,
0,BoneStab,1,55,0.1,63,,,,
1,GasterBlaster,1.8,269,0,269,166,90,0.333,0.2
1,GasterBlaster,1.8,321.5,600,321.5,450,270,0.333,0.2
1,GasterBlaster,1.8,374,0,374,166,90,0.333,0.2
1,GasterBlaster,1.8,321.5,0,321.5,166,90,0.333,0.2
1,GasterBlaster,1.8,269,0,269,166,90,0.333,0.2
1,GasterBlaster,1.8,321.5,600,321.5,450,270,0.333,0.2
2,GasterBlaster,1.8,269,0,269,166,90,0.333,0.2
0,GasterBlaster,1.8,374,600,374,450,270,0.333,0.2
1,GasterBlaster,1.8,321.5,0,321.5,166,90,0.333,0.2
0,GasterBlaster,1.8,321.5,600,321.5,450,270,0.333,0.2
1,GasterBlaster,1.8,374,0,374,166,90,0.333,0.2
0,GasterBlaster,1.8,321.5,600,321.5,450,270,0.333,0.2
1,GasterBlaster,1.8,269,0,269,166,90,0.333,0.2
0,GasterBlaster,1.8,269,600,269,450,270,0.333,0.2
1,GasterBlaster,1.8,321.5,0,321.5,166,90,0.333,0.2
0,GasterBlaster,1.8,321.5,600,321.5,450,270,0.333,0.2
1,GasterBlaster,1.8,269,0,269,166,90,0.333,0.2
0,GasterBlaster,1.8,321.5,600,321.5,450,270,0.333,0.2
1,GasterBlaster,2,269,0,269,166,90,0.333,0.2
1,GasterBlaster,2,321.5,600,321.5,450,270,0.333,0.2
1,GasterBlaster,2,374,0,374,166,90,0.333,0.2
1,GasterBlaster,2,321.5,0,321.5,166,90,0.333,0.2
1,GasterBlaster,2,269,0,269,166,90,0.333,0.2
1,GasterBlaster,2,321.5,600,321.5,450,270,0.333,0.2
2,GasterBlaster,2,269,0,269,166,90,0.333,0.2
0,GasterBlaster,2,374,600,374,450,270,0.333,0.2
1,GasterBlaster,2,321.5,0,321.5,166,90,0.333,0.2
0,GasterBlaster,2,321.5,600,321.5,450,270,0.333,0.2
1,GasterBlaster,2,374,0,374,166,90,0.333,0.2
0,GasterBlaster,2,321.5,600,321.5,450,270,0.333,0.2
1,GasterBlaster,2,269,0,269,166,90,0.333,0.2
0,GasterBlaster,2,269,600,269,450,270,0.333,0.2
1,GasterBlaster,2,321.5,0,321.5,166,90,0.333,0.2
0,GasterBlaster,2,321.5,600,321.5,450,270,0.333,0.2
1,GasterBlaster,2,269,0,269,166,90,0.333,0.2
0,GasterBlaster,2,321.5,600,321.5,450,270,0.333,0.2
,,,,,,,,,
1.5,SansText,heh heh heh…,,,,,,,
,,,,,,,,,
0.8,BlackScreen,1,,,,,,,
0,Sound,Flash,,,,,,,
1,BlackScreen,0,,,,,,,
0,Sound,Flash,,,,,,,
0,CombatZoneResizeInstant,239,226,404,391,,,,
0,SansSweat,1,,,,,,,
0,SansAnimation,Idle,,,,,,,
0,HeartMode,0,,,,,,,
0,HeartTeleport,320,304,,,,,,
,,,,,,,,,
1,SansSlam,3,,,,,,,
0,SansBody,HandUp,,,,,,,
0,BoneStab,3,30,0.8,0.5,,,,
,,,,,,,,,
1,SansSlam,2,,,,,,,
0,SansBody,HandLeft,,,,,,,
0,BoneStab,2,30,0.8,0.5,,,,
,,,,,,,,,
1,SansSlam,3,,,,,,,
0,SansBody,HandUp,,,,,,,
0,BoneStab,3,30,0.8,0.5,,,,
,,,,,,,,,
1,SansSlam,0,,,,,,,
0,SansBody,HandRight,,,,,,,
0,BoneStab,0,30,0.8,0.5,,,,
,,,,,,,,,
1,SansSlam,1,,,,,,,
0,SansBody,HandDown,,,,,,,
0,BoneStab,1,30,0.8,0.5,,,,
,,,,,,,,,
1,SansSlam,2,,,,,,,
0,SansBody,HandLeft,,,,,,,
0,BoneStab,2,30,0.8,0.5,,,,
,,,,,,,,,
1,SansSlam,3,,,,,,,
0,SansBody,HandUp,,,,,,,
0,BoneStab,3,30,0.8,0.5,,,,
,,,,,,,,,
1,SansSlam,0,,,,,,,
0,SansBody,HandRight,,,,,,,
0,BoneStab,0,30,0.8,0.5,,,,
,,,,,,,,,
1,SansSlam,3,,,,,,,
0,SansBody,HandUp,,,,,,,
0,BoneStab,3,30,0.8,0.5,,,,
,,,,,,,,,
1,SansSlam,1,,,,,,,
0,SansBody,HandDown,,,,,,,
0,BoneStab,1,30,0.8,0.2,,,,
,,,,,,,,,
0.7,SansAnimation,Idle,,,,,,,
0,SansHead,Default,,,,,,,
0,SansText,heh heh,,,,,,,
0,SansText,you think you will win me,,,,,,,
0,SansHead,NoEyes,,,,,,,
0,SansText,but it will not happen.,,,,,,,
0,SansText,welcome to bad time,,,,,,,
0.8,BlackScreen,1,,,,,,,
0,Sound,Flash,,,,,,,
1,BlackScreen,0,,,,,,,
0,Sound,Flash,,,,,,,
0,CombatZoneResizeInstant,239,226,404,391,,,,
0,SansSweat,1,,,,,,,
0,SansAnimation,Idle,,,,,,,
0,HeartMode,0,,,,,,,
0,HeartTeleport,320,304,,,,,,
0.05,SansSlam,2,,,,,,,
0,SansBody,HandLeft,,,,,,,
0,BoneStab,2,30,0.5,0.5,,,,
0.6,SansSlam,0,,,,,,,
0,SansBody,HandRight,,,,,,,
0,BoneStab,0,30,0.5,0.5,,,,
0.6,SansSlam,1,,,,,,,
0,SansBody,HandDown,,,,,,,
0,BoneStab,1,30,0.5,0.5,,,,
0.6,SansSlam,3,,,,,,,
0,SansBody,HandUp,,,,,,,
0,BoneStab,3,30,0.5,0.5,,,,
0.6,SansSlam,2,,,,,,,
0,SansBody,HandRight,,,,,,,
0,BoneStab,2,30,0.5,0.5,,,,
0.6,SansSlam,3,,,,,,,
0,SansBody,HandUp,,,,,,,
0,BoneStab,3,30,0.5,0.5,,,,
0.6,SansSlam,2,,,,,,,
0,SansBody,HandLeft,,,,,,,
0,BoneStab,2,30,0.5,0.5,,,,
0.6,SansSlam,1,,,,,,,
0,SansBody,HandDown,,,,,,,
0,BoneStab,1,30,0.5,0.5,,,,
0.6,SansSlam,3,,,,,,,
0,SansBody,HandUp,,,,,,,
0,BoneStab,3,30,0.5,0.5,,,,
0.6,SansSlam,0,,,,,,,
0,SansBody,HandRight,,,,,,,
0,BoneStab,0,30,0.5,0.5,,,,
0.6,SansSlam,1,,,,,,,
0,SansBody,HandDown,,,,,,,
0,BoneStab,1,30,0.5,0.5,,,,
0.6,SansSlam,3,,,,,,,
0,SansBody,HandUp,,,,,,,
0,BoneStab,3,30,0.5,0.5,,,,
0.6,SansSlam,2,,,,,,,
0,SansBody,HandRight,,,,,,,
0,BoneStab,2,30,0.5,0.5,,,,
0.6,SansSlam,3,,,,,,,
0,SansBody,HandUp,,,,,,,
0,BoneStab,3,30,0.5,0.5,,,,
0.6,SansSlam,2,,,,,,,
0,SansBody,HandLeft,,,,,,,
0,BoneStab,2,30,0.5,0.5,,,,
0.6,SansSlam,1,,,,,,,
0,SansBody,HandDown,,,,,,,
0,BoneStab,1,30,0.5,0.5,,,,
0.6,SansSlam,3,,,,,,,
0,SansBody,HandUp,,,,,,,
0,BoneStab,3,30,0.5,0.5,,,,
0.6,SansSlam,0,,,,,,,
